ausente2_ausente,ausente2_matthei,ausente2_parisi,ausente2_kaiser,ausente2_kast,ausente2_jara,ausente2_otros,ausente2_nulosblancos,nulosblancos2_ausente,nulosblancos2_matthei,nulosblancos2_parisi,nulosblancos2_kaiser,nulosblancos2_kast,nulosblancos2_jara,nulosblancos2_otros,nulosblancos2_nulosblancos,kast2_ausente,kast2_matthei,kast2_parisi,kast2_kaiser,kast2_kast,kast2_jara,kast2_otros,kast2_nulosblancos,jara2_ausente,jara2_matthei,jara2_parisi,jara2_kaiser,jara2_kast,jara2_jara,jara2_otros,jara2_nulosblancos,comuna,n_original,n_consolidado
0.908,0.033,0.017,0.028,0.027,0.019,0.009,0.095,0.03,0.049,0.097,0.009,0.014,0.015,0.029,0.825,0.035,0.688,0.571,0.947,0.918,0.02,0.01,0.057,0.028,0.229,0.315,0.016,0.042,0.946,0.953,0.023,PUCON,90,90
0.923,0.013,0.007,0.006,0.008,0.007,0.047,0.069,0.014,0.099,0.088,0.038,0.011,0.012,0.209,0.529,0.037,0.661,0.398,0.94,0.961,0.017,0.011,0.019,0.026,0.227,0.506,0.016,0.02,0.964,0.733,0.382,PUDAHUEL,453,100
0.929,0.012,0.008,0.014,0.007,0.008,0.012,0.03,0.016,0.126,0.181,0.018,0.009,0.008,0.009,0.411,0.026,0.59,0.341,0.919,0.968,0.011,0.011,0.357,0.03,0.271,0.47,0.048,0.016,0.974,0.968,0.202,PUENTE ALTO,1079,100
0.963,0.018,0.018,0.009,0.007,0.006,0.005,0.004,0.01,0.177,0.232,0.005,0.007,0.006,0.006,0.1,0.016,0.582,0.462,0.977,0.976,0.016,0.006,0.892,0.011,0.223,0.288,0.01,0.01,0.972,0.983,0.004,PUERTO MONTT,551,100
0.918,0.008,0.018,0.01,0.01,0.009,0.009,0.008,0.019,0.221,0.158,0.013,0.018,0.012,0.452,0.038,0.026,0.673,0.488,0.951,0.955,0.02,0.086,0.623,0.037,0.099,0.336,0.026,0.017,0.959,0.453,0.33,PUERTO OCTAY,24,24
0.903,0.017,0.018,0.009,0.011,0.012,0.154,0.019,0.016,0.12,0.109,0.021,0.011,0.012,0.176,0.502,0.061,0.71,0.544,0.955,0.961,0.024,0.011,0.012,0.02,0.152,0.329,0.015,0.017,0.953,0.659,0.467,PUERTO VARAS,131,100
0.356,0.007,0.432,0.013,0.007,0.01,0.01,0.006,0.008,0.006,0.228,0.02,0.01,0.012,0.008,0.22,0.622,0.582,0.169,0.861,0.966,0.014,0.967,0.316,0.014,0.405,0.171,0.106,0.017,0.964,0.015,0.458,PUMANQUE,12,12
0.744,0.106,0.052,0.014,0.04,0.016,0.323,0.015,0.062,0.012,0.12,0.056,0.115,0.012,0.009,0.638,0.018,0.873,0.561,0.917,0.82,0.016,0.01,0.016,0.176,0.009,0.267,0.013,0.025,0.957,0.657,0.33,PUNITAQUI,29,29
0.967,0.021,0.012,0.015,0.011,0.008,0.008,0.007,0.008,0.157,0.219,0.038,0.005,0.008,0.007,0.369,0.011,0.703,0.411,0.932,0.974,0.013,0.008,0.007,0.014,0.12,0.359,0.015,0.01,0.971,0.977,0.616,PUNTA ARENAS,322,100
0.854,0.198,0.028,0.011,0.022,0.009,0.688,0.009,0.018,0.029,0.08,0.035,0.028,0.012,0.299,0.539,0.095,0.337,0.681,0.948,0.92,0.013,0.001,0.022,0.033,0.436,0.211,0.006,0.03,0.966,0.012,0.429,PUQUELDON,11,11
0.85,0.01,0.058,0.064,0.016,0.01,0.008,0.011,0.008,0.233,0.082,0.009,0.013,0.013,0.007,0.121,0.131,0.749,0.516,0.917,0.953,0.054,0.619,0.86,0.011,0.008,0.344,0.01,0.018,0.924,0.366,0.009,PUREN,32,32
0.749,0.01,0.053,0.133,0.014,0.016,0.006,0.009,0.058,0.01,0.083,0.009,0.009,0.012,0.089,0.801,0.097,0.969,0.545,0.781,0.966,0.072,0.449,0.18,0.095,0.011,0.32,0.077,0.011,0.901,0.456,0.009,PURRANQUE,53,53
0.737,0.017,0.023,0.017,0.013,0.016,0.41,0.072,0.027,0.043,0.148,0.072,0.08,0.016,0.029,0.279,0.19,0.591,0.526,0.895,0.881,0.021,0.317,0.046,0.046,0.349,0.304,0.015,0.027,0.947,0.244,0.603,PUTAENDO,38,38
0.784,0.014,0.078,0.024,0.016,0.01,0.017,0.013,0.014,0.105,0.111,0.013,0.026,0.015,0.261,0.247,0.187,0.754,0.593,0.944,0.884,0.013,0.137,0.35,0.015,0.127,0.217,0.018,0.074,0.962,0.584,0.39,PUYEHUE,33,33
0.82,0.344,0.011,0.012,0.053,0.01,0.635,0.009,0.105,0.284,0.011,0.009,0.008,0.01,0.006,0.446,0.02,0.222,0.756,0.968,0.921,0.011,0.007,0.26,0.054,0.15,0.222,0.01,0.018,0.969,0.352,0.285,QUEILEN,16,16
0.871,0.016,0.025,0.015,0.016,0.035,0.326,0.011,0.047,0.006,0.086,0.007,0.018,0.01,0.294,0.7,0.043,0.714,0.683,0.796,0.925,0.015,0.228,0.279,0.039,0.264,0.206,0.182,0.041,0.94,0.151,0.01,QUELLON,65,65
0.928,0.002,0.063,0.008,0.011,0.004,0.002,0.047,0.013,0.004,0.17,0.034,0.012,0.004,0.003,0.337,0.018,0.988,0.603,0.844,0.956,0.013,0.99,0.201,0.041,0.006,0.163,0.113,0.02,0.979,0.004,0.415,QUEMCHI,25,25
0.724,0.01,0.016,0.006,0.021,0.15,0.009,0.079,0.007,0.008,0.029,0.013,0.015,0.107,0.006,0.618,0.021,0.968,0.939,0.736,0.702,0.037,0.805,0.246,0.248,0.014,0.017,0.245,0.263,0.706,0.18,0.057,QUILACO,12,12
0.77,0.018,0.025,0.027,0.023,0.019,0.419,0.009,0.057,0.051,0.114,0.046,0.02,0.016,0.015,0.451,0.1,0.838,0.444,0.579,0.933,0.024,0.028,0.147,0.073,0.094,0.416,0.348,0.024,0.941,0.538,0.392,QUILICURA,398,100
0.787,0.011,0.011,0.01,0.066,0.009,0.041,0.03,0.006,0.011,0.076,0.012,0.044,0.081,0.12,0.204,0.199,0.968,0.9,0.816,0.807,0.008,0.118,0.009,0.009,0.01,0.013,0.162,0.084,0.902,0.72,0.757,QUILLECO,24,24
0.93,0.027,0.013,0.011,0.01,0.01,0.01,0.008,0.016,0.059,0.168,0.021,0.012,0.014,0.24,0.454,0.022,0.581,0.476,0.952,0.96,0.019,0.109,0.53,0.032,0.334,0.343,0.017,0.018,0.957,0.642,0.009,QUILLOTA,210,100
0.903,0.044,0.012,0.009,0.01,0.011,0.083,0.007,0.01,0.121,0.187,0.008,0.01,0.013,0.05,0.527,0.021,0.612,0.389,0.969,0.963,0.043,0.012,0.008,0.067,0.223,0.412,0.013,0.018,0.932,0.854,0.458,QUILPUE,370,100
0.872,0.34,0.02,0.013,0.014,0.01,0.453,0.011,0.009,0.275,0.076,0.007,0.008,0.009,0.306,0.383,0.034,0.351,0.604,0.964,0.956,0.011,0.062,0.593,0.085,0.034,0.3,0.016,0.021,0.97,0.179,0.013,QUINCHAO,25,25
0.805,0.009,0.051,0.01,0.013,0.018,0.011,0.017,0.081,0.008,0.12,0.01,0.014,0.017,0.009,0.59,0.086,0.682,0.445,0.88,0.961,0.113,0.749,0.021,0.029,0.301,0.384,0.1,0.011,0.852,0.231,0.372,QUINTA DE TILCOCO,33,33
0.936,0.043,0.012,0.015,0.024,0.019,0.01,0.008,0.012,0.096,0.009,0.014,0.05,0.014,0.016,0.627,0.018,0.72,0.396,0.821,0.9,0.015,0.627,0.008,0.034,0.141,0.584,0.149,0.026,0.953,0.347,0.357,QUINTA NORMAL,267,100
0.744,0.013,0.026,0.102,0.012,0.034,0.016,0.208,0.047,0.011,0.15,0.083,0.022,0.015,0.108,0.481,0.168,0.749,0.466,0.645,0.929,0.023,0.202,0.025,0.041,0.227,0.358,0.17,0.037,0.928,0.674,0.286,QUINTERO,75,75
0.966,0.009,0.006,0.005,0.004,0.004,0.003,0.079,0.009,0.117,0.192,0.007,0.005,0.004,0.003,0.568,0.013,0.683,0.458,0.96,0.982,0.008,0.002,0.008,0.012,0.19,0.344,0.029,0.008,0.984,0.992,0.346,RANCAGUA,519,100
0.741,0.007,0.01,0.029,0.01,0.008,0.069,0.072,0.119,0.008,0.107,0.021,0.016,0.011,0.254,0.491,0.073,0.738,0.656,0.931,0.955,0.025,0.009,0.228,0.068,0.248,0.226,0.019,0.018,0.957,0.668,0.209,RAUCO,27,27
0.95,0.019,0.014,0.01,0.014,0.013,0.008,0.008,0.008,0.123,0.168,0.007,0.008,0.006,0.01,0.304,0.02,0.61,0.322,0.968,0.961,0.015,0.128,0.318,0.021,0.247,0.496,0.014,0.017,0.966,0.854,0.369,RECOLETA,349,100
0.809,0.149,0.017,0.006,0.007,0.008,0.29,0.184,0.01,0.1,0.14,0.008,0.01,0.01,0.118,0.234,0.02,0.346,0.779,0.973,0.969,0.018,0.008,0.145,0.161,0.405,0.064,0.013,0.014,0.964,0.585,0.437,RENAICO,26,26
0.885,0.042,0.016,0.012,0.011,0.015,0.009,0.009,0.024,0.016,0.14,0.061,0.02,0.012,0.007,0.501,0.058,0.528,0.41,0.775,0.951,0.016,0.77,0.008,0.032,0.413,0.434,0.152,0.018,0.956,0.214,0.483,RENCA,293,100
0.64,0.162,0.017,0.012,0.031,0.011,0.007,0.039,0.015,0.075,0.167,0.092,0.016,0.009,0.074,0.229,0.244,0.583,0.459,0.798,0.917,0.012,0.624,0.577,0.1,0.181,0.357,0.098,0.036,0.967,0.294,0.156,RENGO,138,100
0.59,0.007,0.021,0.111,0.012,0.009,0.006,0.2,0.011,0.084,0.104,0.077,0.011,0.013,0.491,0.354,0.387,0.897,0.446,0.793,0.957,0.021,0.496,0.057,0.012,0.012,0.43,0.018,0.02,0.956,0.007,0.389,REQUINOA,65,65
0.74,0.007,0.027,0.01,0.012,0.06,0.006,0.128,0.009,0.008,0.186,0.011,0.013,0.012,0.006,0.206,0.019,0.578,0.715,0.967,0.963,0.03,0.437,0.332,0.231,0.407,0.072,0.012,0.013,0.898,0.551,0.334,RETIRO,52,52
0.807,0.007,0.015,0.026,0.01,0.009,0.082,0.181,0.125,0.011,0.161,0.014,0.017,0.011,0.295,0.124,0.046,0.968,0.39,0.871,0.862,0.014,0.611,0.645,0.022,0.015,0.433,0.09,0.111,0.967,0.012,0.05,RINCONADA,27,27
0.878,0.007,0.009,0.013,0.011,0.01,0.007,0.016,0.049,0.037,0.064,0.097,0.018,0.049,0.007,0.274,0.04,0.495,0.784,0.823,0.949,0.177,0.011,0.248,0.033,0.461,0.143,0.067,0.022,0.764,0.976,0.461,RIO CLARO,36,36
0.691,0.008,0.178,0.006,0.011,0.021,0.303,0.007,0.017,0.008,0.116,0.007,0.006,0.008,0.633,0.393,0.026,0.973,0.471,0.979,0.964,0.055,0.009,0.591,0.266,0.011,0.235,0.008,0.019,0.916,0.054,0.008,RIO HURTADO,13,13
0.882,0.024,0.141,0.014,0.025,0.013,0.004,0.01,0.042,0.021,0.126,0.013,0.034,0.012,0.007,0.111,0.025,0.679,0.291,0.963,0.928,0.014,0.973,0.873,0.05,0.277,0.442,0.01,0.014,0.962,0.016,0.006,RIO IBAÑEZ,11,11
0.808,0.011,0.073,0.046,0.012,0.01,0.007,0.11,0.135,0.01,0.125,0.008,0.012,0.012,0.007,0.451,0.04,0.967,0.417,0.93,0.945,0.016,0.894,0.216,0.018,0.012,0.386,0.015,0.031,0.962,0.093,0.223,RIO NEGRO,35,35
0.786,0.093,0.011,0.011,0.007,0.009,0.006,0.006,0.074,0.012,0.108,0.021,0.013,0.012,0.177,0.581,0.022,0.573,0.735,0.943,0.96,0.021,0.115,0.141,0.118,0.322,0.145,0.024,0.02,0.957,0.702,0.272,ROMERAL,39,39
0.894,0.006,0.041,0.082,0.005,0.01,0.008,0.215,0.015,0.006,0.075,0.131,0.012,0.015,0.006,0.42,0.074,0.979,0.517,0.769,0.966,0.022,0.008,0.175,0.017,0.008,0.367,0.017,0.017,0.953,0.978,0.191,SAAVEDRA,34,34
0.798,0.05,0.008,0.014,0.009,0.011,0.01,0.009,0.016,0.032,0.126,0.01,0.015,0.023,0.077,0.456,0.027,0.857,0.457,0.962,0.957,0.028,0.348,0.321,0.159,0.062,0.409,0.013,0.019,0.938,0.566,0.214,SAGRADA FAMILIA,44,44
0.931,0.011,0.015,0.009,0.011,0.01,0.191,0.008,0.016,0.011,0.178,0.007,0.011,0.009,0.009,0.649,0.025,0.965,0.374,0.825,0.963,0.021,0.111,0.335,0.028,0.014,0.433,0.159,0.015,0.961,0.689,0.008,SALAMANCA,64,64
0.9,0.026,0.01,0.013,0.013,0.009,0.017,0.012,0.028,0.143,0.16,0.01,0.01,0.009,0.145,0.351,0.034,0.631,0.297,0.957,0.957,0.02,0.009,0.432,0.038,0.2,0.533,0.02,0.019,0.961,0.829,0.205,SAN ANTONIO,211,100
0.922,0.021,0.018,0.01,0.012,0.012,0.01,0.014,0.02,0.062,0.172,0.054,0.012,0.013,0.125,0.249,0.039,0.698,0.41,0.922,0.959,0.016,0.046,0.011,0.019,0.219,0.401,0.014,0.017,0.959,0.819,0.726,SAN BERNARDO,595,100
0.847,0.007,0.027,0.007,0.01,0.009,0.006,0.09,0.012,0.008,0.187,0.009,0.014,0.011,0.007,0.314,0.019,0.92,0.55,0.934,0.958,0.023,0.422,0.322,0.122,0.065,0.237,0.05,0.018,0.958,0.565,0.274,SAN CLEMENTE,104,100
0.798,0.033,0.034,0.022,0.043,0.018,0.008,0.205,0.027,0.047,0.153,0.048,0.022,0.026,0.007,0.468,0.032,0.71,0.522,0.897,0.897,0.025,0.337,0.032,0.143,0.21,0.29,0.033,0.038,0.931,0.648,0.295,SAN ESTEBAN,43,43
0.945,0.01,0.024,0.008,0.011,0.011,0.009,0.01,0.014,0.06,0.19,0.013,0.011,0.013,0.225,0.32,0.021,0.684,0.435,0.968,0.962,0.019,0.215,0.118,0.019,0.247,0.351,0.011,0.016,0.957,0.551,0.552,SAN FELIPE,160,100
0.896,0.01,0.032,0.008,0.011,0.01,0.011,0.008,0.018,0.125,0.178,0.009,0.01,0.011,0.007,0.411,0.028,0.617,0.328,0.965,0.958,0.026,0.606,0.57,0.058,0.247,0.462,0.017,0.021,0.953,0.376,0.011,SAN FERNANDO,171,100
0.806,0.086,0.025,0.008,0.009,0.008,0.183,0.006,0.019,0.095,0.138,0.008,0.007,0.009,0.217,0.357,0.024,0.543,0.594,0.971,0.965,0.025,0.593,0.509,0.151,0.277,0.242,0.013,0.019,0.957,0.007,0.129,SAN JAVIER,112,100
0.692,0.023,0.025,0.019,0.021,0.035,0.921,0.018,0.047,0.068,0.172,0.014,0.012,0.018,0.027,0.252,0.182,0.673,0.284,0.768,0.856,0.021,0.021,0.499,0.079,0.236,0.519,0.199,0.111,0.926,0.031,0.232,SAN JOAQUIN,211,100
0.81,0.025,0.072,0.036,0.014,0.014,0.009,0.012,0.015,0.073,0.016,0.183,0.03,0.013,0.169,0.306,0.049,0.454,0.67,0.751,0.895,0.014,0.599,0.19,0.127,0.447,0.242,0.029,0.062,0.959,0.223,0.492,SAN JOSE DE MAIPO,42,42
0.829,0.139,0.029,0.009,0.01,0.009,0.007,0.139,0.011,0.009,0.127,0.01,0.011,0.012,0.06,0.596,0.143,0.759,0.535,0.945,0.96,0.018,0.145,0.011,0.018,0.093,0.309,0.037,0.019,0.961,0.787,0.254,SAN JUAN DE LA COSTA,22,22
0.959,0.011,0.007,0.007,0.009,0.009,0.012,0.202,0.008,0.096,0.154,0.006,0.06,0.008,0.013,0.233,0.014,0.727,0.346,0.904,0.915,0.01,0.013,0.285,0.02,0.166,0.493,0.083,0.016,0.973,0.962,0.279,SAN MIGUEL,303,100
0.869,0.008,0.031,0.015,0.012,0.009,0.012,0.015,0.022,0.021,0.098,0.027,0.018,0.014,0.359,0.593,0.035,0.838,0.785,0.896,0.836,0.014,0.053,0.006,0.073,0.133,0.086,0.062,0.135,0.964,0.576,0.386,SAN PABLO,27,27
0.744,0.244,0.031,0.353,0.109,0.012,0.007,0.018,0.016,0.048,0.115,0.013,0.266,0.012,0.008,0.194,0.016,0.521,0.643,0.623,0.603,0.015,0.499,0.776,0.223,0.187,0.211,0.01,0.022,0.961,0.486,0.012,SAN PEDRO DE ATACAMA,22,22
0.878,0.02,0.013,0.046,0.009,0.01,0.007,0.006,0.043,0.092,0.172,0.066,0.01,0.01,0.027,0.342,0.024,0.767,0.516,0.863,0.964,0.017,0.006,0.035,0.055,0.121,0.299,0.026,0.016,0.964,0.96,0.616,SAN PEDRO DE LA PAZ,267,100
0.69,0.006,0.035,0.008,0.011,0.015,0.5,0.012,0.045,0.011,0.074,0.009,0.014,0.011,0.01,0.941,0.019,0.794,0.704,0.833,0.959,0.015,0.243,0.013,0.246,0.189,0.187,0.15,0.016,0.959,0.247,0.034,SAN RAFAEL,23,23
0.858,0.025,0.014,0.023,0.011,0.014,0.062,0.144,0.018,0.076,0.102,0.052,0.043,0.012,0.011,0.456,0.099,0.628,0.378,0.902,0.926,0.016,0.158,0.073,0.025,0.271,0.506,0.023,0.021,0.958,0.77,0.326,SAN RAMON,189,100
0.757,0.176,0.018,0.009,0.008,0.008,0.009,0.565,0.009,0.035,0.181,0.007,0.006,0.01,0.01,0.299,0.219,0.183,0.603,0.975,0.973,0.017,0.011,0.124,0.015,0.605,0.198,0.009,0.013,0.965,0.97,0.012,SAN ROSENDO,11,11
0.862,0.032,0.008,0.016,0.007,0.009,0.009,0.007,0.016,0.126,0.096,0.024,0.011,0.01,0.011,0.672,0.059,0.591,0.567,0.855,0.962,0.015,0.013,0.309,0.063,0.252,0.33,0.105,0.02,0.966,0.967,0.011,SAN VICENTE,111,100
0.921,0.009,0.025,0.037,0.009,0.007,0.117,0.008,0.012,0.009,0.167,0.01,0.009,0.009,0.299,0.171,0.023,0.97,0.569,0.839,0.967,0.016,0.576,0.684,0.044,0.012,0.239,0.115,0.015,0.968,0.009,0.138,SANTA BARBARA,36,36
0.845,0.045,0.009,0.007,0.007,0.012,0.183,0.006,0.038,0.011,0.205,0.009,0.011,0.01,0.008,0.417,0.026,0.702,0.501,0.966,0.959,0.024,0.183,0.477,0.091,0.242,0.285,0.017,0.022,0.954,0.626,0.099,SANTA CRUZ,87,87
0.845,0.006,0.034,0.01,0.006,0.009,0.071,0.008,0.009,0.006,0.177,0.009,0.006,0.007,0.009,0.41,0.018,0.939,0.564,0.97,0.974,0.021,0.134,0.573,0.128,0.049,0.225,0.012,0.013,0.963,0.785,0.008,SANTA JUANA,36,36
0.835,0.008,0.032,0.009,0.011,0.015,0.01,0.042,0.118,0.075,0.103,0.007,0.015,0.032,0.252,0.529,0.029,0.908,0.55,0.714,0.956,0.022,0.01,0.418,0.018,0.009,0.315,0.27,0.018,0.931,0.727,0.011,SANTA MARIA,33,33
0.964,0.035,0.012,0.016,0.016,0.014,0.154,0.007,0.008,0.1,0.072,0.014,0.013,0.006,0.095,0.461,0.014,0.723,0.507,0.853,0.947,0.018,0.007,0.007,0.015,0.142,0.409,0.117,0.024,0.961,0.744,0.525,SANTIAGO,983,100
0.757,0.078,0.006,0.014,0.009,0.009,0.011,0.006,0.008,0.035,0.043,0.011,0.071,0.013,0.012,0.66,0.224,0.868,0.516,0.858,0.899,0.015,0.012,0.133,0.011,0.02,0.435,0.117,0.021,0.963,0.965,0.201,SANTO DOMINGO,35,35
0.92,0.006,0.008,0.009,0.007,0.006,0.011,0.103,0.013,0.091,0.163,0.01,0.008,0.008,0.012,0.543,0.042,0.816,0.528,0.737,0.968,0.016,0.014,0.337,0.025,0.086,0.301,0.244,0.017,0.97,0.963,0.017,TALCA,498,100
0.924,0.037,0.009,0.007,0.007,0.009,0.092,0.023,0.011,0.062,0.179,0.009,0.008,0.008,0.269,0.55,0.047,0.62,0.475,0.97,0.971,0.019,0.01,0.01,0.019,0.282,0.337,0.014,0.014,0.963,0.629,0.417,TALCAHUANO,342,100
0.488,0.046,0.079,0.008,0.011,0.305,0.387,0.011,0.019,0.029,0.182,0.01,0.012,0.014,0.006,0.468,0.033,0.893,0.556,0.661,0.814,0.014,0.602,0.006,0.46,0.033,0.184,0.321,0.163,0.667,0.005,0.516,TALTAL,26,26
0.933,0.013,0.007,0.038,0.009,0.009,0.006,0.007,0.008,0.104,0.158,0.057,0.01,0.009,0.022,0.291,0.047,0.718,0.558,0.878,0.966,0.016,0.006,0.295,0.012,0.165,0.277,0.027,0.015,0.965,0.966,0.407,TEMUCO,653,100
0.829,0.008,0.013,0.009,0.007,0.011,0.093,0.012,0.034,0.132,0.118,0.009,0.011,0.011,0.112,0.479,0.039,0.811,0.488,0.968,0.964,0.026,0.296,0.497,0.098,0.049,0.382,0.014,0.018,0.952,0.5,0.012,TENO,70,70
0.91,0.008,0.024,0.009,0.016,0.007,0.008,0.173,0.012,0.019,0.101,0.015,0.019,0.01,0.008,0.469,0.063,0.88,0.57,0.965,0.949,0.063,0.664,0.02,0.015,0.093,0.304,0.011,0.016,0.921,0.32,0.338,TEODORO SCHMIDT,39,39
0.815,0.012,0.027,0.009,0.036,0.012,0.149,0.378,0.017,0.289,0.156,0.083,0.017,0.011,0.011,0.391,0.148,0.677,0.469,0.9,0.933,0.017,0.649,0.07,0.02,0.022,0.348,0.009,0.014,0.96,0.19,0.16,TIERRA AMARILLA,32,32
0.874,0.006,0.016,0.01,0.008,0.007,0.255,0.009,0.017,0.049,0.126,0.008,0.008,0.011,0.44,0.385,0.028,0.584,0.54,0.965,0.964,0.026,0.012,0.37,0.081,0.361,0.318,0.017,0.02,0.956,0.293,0.237,TILTIL,43,43
0.937,0.005,0.045,0.011,0.012,0.013,0.006,0.006,0.009,0.064,0.074,0.013,0.009,0.048,0.107,0.452,0.026,0.924,0.462,0.965,0.961,0.033,0.856,0.534,0.028,0.006,0.419,0.011,0.018,0.907,0.032,0.007,TIRUA,24,24
0.855,0.158,0.035,0.139,0.011,0.017,0.013,0.013,0.027,0.025,0.209,0.083,0.019,0.012,0.042,0.378,0.041,0.799,0.37,0.748,0.917,0.05,0.228,0.553,0.076,0.019,0.386,0.03,0.052,0.921,0.717,0.056,TOCOPILLA,57,57
0.912,0.099,0.016,0.008,0.011,0.01,0.01,0.009,0.01,0.085,0.153,0.009,0.016,0.01,0.008,0.279,0.025,0.798,0.498,0.972,0.943,0.015,0.971,0.564,0.053,0.017,0.333,0.011,0.029,0.965,0.011,0.148,TOLTEN,28,28
0.885,0.056,0.009,0.008,0.008,0.012,0.009,0.064,0.016,0.104,0.151,0.083,0.009,0.007,0.011,0.34,0.024,0.408,0.634,0.894,0.963,0.016,0.012,0.387,0.074,0.432,0.205,0.015,0.019,0.965,0.968,0.209,TOME,134,100
0.903,0.012,0.015,0.033,0.022,0.011,0.108,0.045,0.014,0.01,0.03,0.14,0.017,0.012,0.263,0.411,0.027,0.793,0.781,0.745,0.938,0.014,0.04,0.449,0.056,0.186,0.174,0.083,0.023,0.964,0.589,0.096,TRAIGUEN,46,46
0.908,0.007,0.02,0.011,0.013,0.012,0.036,0.012,0.027,0.015,0.139,0.039,0.012,0.009,0.155,0.666,0.039,0.791,0.519,0.886,0.961,0.093,0.732,0.295,0.026,0.187,0.322,0.064,0.014,0.886,0.078,0.026,TUCAPEL,37,37
0.82,0.22,0.026,0.045,0.028,0.012,0.006,0.009,0.02,0.01,0.184,0.012,0.015,0.013,0.007,0.665,0.141,0.614,0.467,0.761,0.899,0.015,0.604,0.28,0.019,0.156,0.323,0.182,0.057,0.96,0.382,0.047,VALLENAR,119,100
0.965,0.018,0.015,0.008,0.009,0.01,0.006,0.009,0.008,0.149,0.223,0.007,0.007,0.005,0.005,0.375,0.012,0.609,0.345,0.973,0.974,0.011,0.007,0.192,0.015,0.223,0.417,0.012,0.01,0.974,0.982,0.424,VALPARAISO,732,100
0.762,0.171,0.01,0.009,0.019,0.012,0.01,0.006,0.041,0.02,0.038,0.036,0.026,0.034,0.786,0.051,0.179,0.664,0.63,0.755,0.924,0.016,0.007,0.785,0.018,0.145,0.322,0.2,0.031,0.937,0.196,0.157,VICHUQUEN,14,14
0.886,0.008,0.047,0.053,0.009,0.009,0.005,0.01,0.019,0.008,0.117,0.058,0.007,0.01,0.16,0.296,0.053,0.973,0.616,0.768,0.968,0.019,0.136,0.538,0.043,0.01,0.22,0.122,0.016,0.962,0.699,0.156,VICTORIA,87,87
0.58,0.012,0.096,0.111,0.044,0.022,0.07,0.018,0.029,0.016,0.178,0.023,0.012,0.015,0.167,0.352,0.216,0.704,0.44,0.839,0.93,0.014,0.576,0.155,0.175,0.268,0.286,0.027,0.013,0.949,0.187,0.475,VICUÑA,64,64
0.91,0.033,0.023,0.014,0.013,0.019,0.012,0.082,0.02,0.125,0.118,0.009,0.008,0.01,0.007,0.474,0.041,0.634,0.596,0.967,0.962,0.025,0.242,0.432,0.029,0.208,0.263,0.011,0.017,0.946,0.74,0.013,VILCUN,71,71
0.77,0.01,0.034,0.014,0.018,0.043,0.012,0.019,0.018,0.053,0.088,0.017,0.029,0.019,0.218,0.479,0.189,0.814,0.537,0.96,0.901,0.022,0.755,0.309,0.023,0.123,0.341,0.009,0.051,0.915,0.015,0.194,VILLA ALEGRE,40,40
0.876,0.011,0.013,0.015,0.014,0.013,0.096,0.035,0.028,0.071,0.183,0.016,0.015,0.018,0.197,0.476,0.058,0.714,0.365,0.948,0.891,0.012,0.269,0.212,0.038,0.204,0.439,0.021,0.079,0.957,0.437,0.278,VILLA ALEMANA,285,100
0.918,0.084,0.032,0.011,0.012,0.012,0.007,0.009,0.011,0.067,0.133,0.013,0.01,0.011,0.297,0.536,0.022,0.597,0.432,0.961,0.962,0.022,0.687,0.445,0.049,0.253,0.403,0.015,0.017,0.955,0.009,0.01,VILLARRICA,167,100
0.931,0.032,0.015,0.011,0.013,0.015,0.009,0.011,0.014,0.125,0.221,0.01,0.014,0.012,0.009,0.287,0.024,0.72,0.369,0.966,0.959,0.013,0.012,0.012,0.031,0.123,0.396,0.014,0.014,0.96,0.97,0.69,VIÑA DEL MAR,809,100
0.914,0.025,0.012,0.032,0.009,0.012,0.011,0.011,0.008,0.091,0.012,0.01,0.006,0.011,0.254,0.703,0.067,0.857,0.012,0.849,0.976,0.013,0.011,0.011,0.011,0.028,0.965,0.108,0.009,0.964,0.724,0.276,VITACURA,222,100
0.736,0.067,0.012,0.014,0.013,0.012,0.006,0.116,0.028,0.143,0.02,0.14,0.023,0.014,0.006,0.428,0.029,0.767,0.783,0.807,0.94,0.021,0.975,0.021,0.206,0.023,0.185,0.039,0.023,0.953,0.013,0.435,YERBAS BUENAS,47,47
0.905,0.007,0.013,0.008,0.009,0.03,0.007,0.007,0.018,0.094,0.052,0.011,0.016,0.094,0.019,0.586,0.051,0.889,0.507,0.968,0.955,0.037,0.269,0.295,0.026,0.01,0.428,0.013,0.02,0.839,0.705,0.112,YUMBEL,57,57
0.727,0.052,0.012,0.013,0.012,0.016,0.006,0.145,0.145,0.049,0.071,0.019,0.011,0.013,0.061,0.771,0.091,0.731,0.39,0.96,0.96,0.078,0.01,0.015,0.037,0.168,0.527,0.007,0.016,0.893,0.923,0.07,ZAPALLAR,27,27
